data_comp,model,item_feat,user_feat,components,num_epochs,learning_rate,Acc@1,Acc@5,Acc@10,Acc@50,Acc@100,MeanAcc,Coverage,Personalization,Novelty,ColdProb,ColdAcc@10,ColdAcc@50,ColdAcc@100,Training Time,Evaluation Time
UsersAll,lm_results,item_noLMD_noPR,user_all,30,20,0.15,1.4275,6.7562,12.2599,37.5955,53.565,22.3208,9.21,81.43,2.91,0.0,0.0,0.0,0.0,889.4508,436.0999
UsersAll,lm_results,item_noLMD_noPR,user_all,30,20,0.2,1.5877,7.1522,12.8953,39.1814,55.4733,23.258,13.37,82.77,2.99,0.0,0.0,0.0,0.0,875.3896,436.5099
UsersAll,lm_results,item_noLMD_noPR,user_all,30,20,0.3,1.829,7.8245,13.6671,40.6145,57.0537,24.1978,16.83,83.76,3.03,0.0,0.0,0.0,0.0,853.2425,436.8276

UsersEmotions,lm_results,item_GenreOnly,none,10,20,0.15,1.2494,5.7857,11.0761,38.4737,55.3579,22.3886,19.69,87.23,4.38,0.0,0.0,0.0,0.0,2.2656,12.2031
UsersEmotions,lm_results,item_GenreOnly,none,10,20,0.2,1.0018,5.0878,10.3107,37.0666,53.692,21.4318,21.33,86.57,4.39,0.0,0.0,0.0,0.0,2.25,12.2078
UsersEmotions,lm_results,item_GenreOnly,none,10,20,0.3,0.4728,3.253,6.7199,28.253,44.023,16.5443,21.69,76.59,4.65,0.7658,0.1754,0.1754,0.1754,2.2187,12.4375
UsersEmotions,lm_results,item_GenreOnly,none,30,20,0.15,0.7654,3.7258,7.9919,30.9433,47.7938,18.244,37.64,93.14,4.98,0.0,0.0,0.0,0.0,4.4375,13.0937
UsersEmotions,lm_results,item_GenreOnly,none,30,20,0.2,0.6303,3.4557,6.8888,29.3224,46.398,17.339,43.23,93.31,5.14,0.0042,0.0,0.0,0.0,4.2344,13.0781
UsersEmotions,lm_results,item_GenreOnly,none,30,20,0.3,0.3489,2.7127,5.9095,25.5065,40.6686,15.0292,38.87,90.4,5.05,0.7442,0.1754,0.5263,0.5263,4.5781,13.3521
UsersAll,lm_results,item_GenreOnly,none,10,20,0.15,1.1604,5.6216,10.6832,35.6855,52.657,21.1615,20.13,86.0,3.13,0.0,0.0,0.0,0.0,13.8906,75.3837
UsersAll,lm_results,item_GenreOnly,none,10,20,0.2,1.2378,5.7044,10.4787,35.7628,52.563,21.1493,22.08,85.79,3.14,0.0,0.0,0.0,0.0,13.875,75.7195
UsersAll,lm_results,item_GenreOnly,none,10,20,0.3,0.9707,4.579,8.6939,30.8946,47.1846,18.4646,21.38,80.6,3.09,0.0275,0.0,0.0,0.0238,14.875,75.7499
UsersAll,lm_results,item_GenreOnly,none,30,20,0.15,0.8749,4.2917,8.3421,31.6443,48.6637,18.7633,37.31,91.23,3.56,0.0,0.0,0.0,0.0,30.75,81.6562
UsersAll,lm_results,item_GenreOnly,none,30,20,0.2,0.8399,4.4004,8.3844,31.7548,48.6729,18.8105,44.17,91.18,3.64,0.0,0.0,0.0,0.0,30.6249,81.3593
UsersAll,lm_results,item_GenreOnly,none,30,20,0.3,0.6189,3.6028,7.2517,28.6677,45.7995,17.1881,57.64,90.35,4.13,0.1225,0.0476,0.1429,0.2144,32.1562,81.5624

UsersEmotions,lm_results,item_LyricsOnly,none,10,20,0.15,1.2382,6.1796,11.2449,40.3084,57.3728,23.2688,13.49,81.98,4.12,0.0,0.0,0.0,0.0,3.5625,12.4531
UsersEmotions,lm_results,item_LyricsOnly,none,10,20,0.2,1.3057,6.0896,11.9878,40.376,57.1589,23.3836,17.13,85.57,4.29,0.0,0.0,0.0,0.0,3.3594,12.4687
UsersEmotions,lm_results,item_LyricsOnly,none,10,20,0.3,1.1256,6.2584,11.425,38.4624,55.1103,22.4763,23.33,87.7,4.45,0.0,0.0,0.0,0.0,3.1562,12.4219
UsersEmotions,lm_results,item_LyricsOnly,none,30,20,0.15,1.0356,5.4367,10.7834,38.0572,54.6713,21.9968,25.08,88.05,4.53,0.0,0.0,0.0,0.0,8.2344,13.6094
UsersEmotions,lm_results,item_LyricsOnly,none,30,20,0.2,0.7879,4.5813,8.9149,34.6353,50.9005,19.964,34.77,91.57,4.84,0.0,0.0,0.0,0.0,7.2812,13.6562
UsersEmotions,lm_results,item_LyricsOnly,none,30,20,0.3,0.6754,3.3206,7.1477,30.9658,47.7938,17.9807,43.18,93.63,5.11,0.0017,0.0,0.0,0.0,6.1719,13.6094
UsersAll,lm_results,item_LyricsOnly,none,10,20,0.15,1.1973,5.7081,10.5377,35.7555,52.5465,21.149,15.87,85.06,3.05,0.0,0.0,0.0,0.0,20.1093,77.1874
UsersAll,lm_results,item_LyricsOnly,none,10,20,0.2,1.247,5.7302,10.615,35.9231,52.8614,21.2753,19.23,85.86,3.12,0.0,0.0,0.0,0.0,19.622,77.0468
UsersAll,lm_results,item_LyricsOnly,none,10,20,0.3,1.2083,5.7339,10.51,35.4221,52.5538,21.0856,22.08,86.6,3.17,0.0,0.0,0.0,0.0,19.1406,77.1718
UsersAll,lm_results,item_LyricsOnly,none,30,20,0.15,0.9707,4.8037,9.2667,33.431,50.6972,19.8339,28.89,89.26,3.35,0.0,0.0,0.0,0.0238,47.6562,84.7343
UsersAll,lm_results,item_LyricsOnly,none,30,20,0.2,0.792,4.4298,8.5594,32.2484,49.4576,19.0974,33.95,90.69,3.48,0.0,0.0,0.0238,0.0238,45.3281,84.4218
UsersAll,lm_results,item_LyricsOnly,none,30,20,0.3,0.7828,4.1296,8.029,31.1285,48.3948,18.4929,42.06,92.21,3.67,0.0,0.0,0.0,0.0,42.8437,84.4374

UsersEmotions,lm_results,item_VOnly,none,10,20,0.15,1.2044,6.1234,11.8865,41.2652,58.127,23.7213,11.95,81.74,4.1,0.0,0.0,0.0,0.0,3.7187,12.5468
UsersEmotions,lm_results,item_VOnly,none,10,20,0.2,1.2269,6.1571,11.8303,39.7231,56.765,23.1405,15.69,84.87,4.24,0.0,0.0,0.0,0.0,3.5313,12.5469
UsersEmotions,lm_results,item_VOnly,none,10,20,0.3,1.1932,5.9545,11.3012,38.2148,55.403,22.4133,21.44,87.85,4.44,0.0,0.0,0.0,0.0,3.3437,12.5469
UsersEmotions,lm_results,item_VOnly,none,30,20,0.15,0.9343,5.3467,10.2994,39.0702,55.6056,22.2512,21.85,88.27,4.47,0.0017,0.0,0.0,0.0,8.7656,13.8437
UsersEmotions,lm_results,item_VOnly,none,30,20,0.2,0.9118,4.7389,9.1175,34.624,51.1594,20.1103,32.56,91.41,4.79,0.0008,0.0,0.0,0.0,7.7187,13.8125
UsersEmotions,lm_results,item_VOnly,none,30,20,0.3,0.6641,3.5682,7.4854,30.7407,46.8145,17.8546,38.97,93.37,5.05,0.0033,0.0,0.0,0.0,6.5469,13.7969
UsersAll,lm_results,item_VOnly,none,10,20,0.15,1.2396,5.7615,10.7145,35.7352,52.7086,21.2319,14.72,84.78,3.01,0.0,0.0,0.0,0.0,21.6562,77.8749
UsersAll,lm_results,item_VOnly,none,10,20,0.2,1.247,5.6952,10.5653,35.8807,52.8559,21.2488,17.88,85.36,3.09,0.0,0.0,0.0,0.0,21.0937,77.7499
UsersAll,lm_results,item_VOnly,none,10,20,0.3,1.223,5.6694,10.5506,35.5068,52.5244,21.0948,21.13,85.93,3.13,0.0,0.0,0.0,0.0,20.5312,77.8437
UsersAll,lm_results,item_VOnly,none,30,20,0.15,0.991,4.929,9.4675,34.1898,51.2608,20.1676,25.34,88.98,3.29,0.0,0.0,0.0,0.0238,51.7343,85.9999
UsersAll,lm_results,item_VOnly,none,30,20,0.2,0.7773,4.4133,8.8118,32.731,49.6362,19.2739,30.5,90.7,3.43,0.0,0.0,0.0,0.0,49.0156,86.1561
UsersAll,lm_results,item_VOnly,none,30,20,0.3,0.7976,4.1388,8.0676,30.9922,48.0595,18.4111,38.91,92.17,3.62,0.0,0.0,0.0,0.0,45.8749,85.8608

UsersEmotions,lm_results,item_PRSOnly,none,10,20,0.15,1.1144,5.9433,11.7177,40.5335,56.81,23.2238,15.13,85.47,4.25,0.0,0.0,0.0,0.0,2.9219,12.3437
UsersEmotions,lm_results,item_PRSOnly,none,10,20,0.2,1.1706,5.9433,11.0311,38.4399,55.2341,22.3638,18.46,86.57,4.33,0.0,0.0,0.0,0.0,2.7812,12.3908
UsersEmotions,lm_results,item_PRSOnly,none,10,20,0.3,1.317,5.7069,10.9635,38.2373,55.0428,22.2535,24.26,87.17,4.44,0.0,0.0,0.0,0.0,2.6875,12.3437
UsersEmotions,lm_results,item_PRSOnly,none,30,20,0.15,0.878,4.4687,9.6578,35.5471,51.6659,20.4435,31.23,90.96,4.74,0.0,0.0,0.0,0.0,6.2813,13.4375
UsersEmotions,lm_results,item_PRSOnly,none,30,20,0.2,0.7429,3.7033,8.1382,32.6767,49.2346,18.8991,38.36,92.64,4.97,0.0025,0.0,0.0,0.0,5.6875,13.375
UsersEmotions,lm_results,item_PRSOnly,none,30,20,0.3,0.7429,3.2305,7.0576,29.6038,46.1391,17.3548,44.41,93.42,5.15,0.0075,0.0,0.0,0.0,5.0625,13.375
UsersAll,lm_results,item_PRSOnly,none,10,20,0.15,1.142,5.6823,10.5119,35.621,52.832,21.1578,17.78,85.44,3.07,0.0,0.0,0.0,0.0,16.9844,76.5624
UsersAll,lm_results,item_PRSOnly,none,10,20,0.2,1.1751,5.4871,10.4271,35.2416,52.3107,20.9283,20.28,86.63,3.14,0.0,0.0,0.0,0.0,16.7812,76.5155
UsersAll,lm_results,item_PRSOnly,none,10,20,0.3,1.1899,5.7229,10.5395,35.4423,52.401,21.0591,22.63,86.19,3.17,0.0,0.0,0.0,0.0,16.4531,76.4843
UsersAll,lm_results,item_PRSOnly,none,30,20,0.15,0.8804,4.5164,8.7989,32.7144,49.7891,19.3398,31.45,90.86,3.45,0.0,0.0,0.0,0.0,39.0937,83.3124
UsersAll,lm_results,item_PRSOnly,none,30,20,0.2,0.7957,4.2143,8.3126,31.5596,48.7613,18.7287,35.7,91.55,3.55,0.0,0.0,0.0,0.0,37.5468,83.1093
UsersAll,lm_results,item_PRSOnly,none,30,20,0.3,0.8215,4.1885,8.029,31.0236,48.1093,18.4344,42.01,92.3,3.71,0.0025,0.0,0.0,0.0,36.0937,83.3436

UsersEmotions,lm_results,item_POPonly,none,10,20,0.15,1.2044,5.6731,11.29,39.6443,56.9901,22.9604,13.13,82.04,4.13,0.0033,0.0,0.0,0.0,3.5,12.4318
UsersEmotions,lm_results,item_POPonly,none,10,20,0.2,1.1144,5.7969,11.6276,39.7456,56.1796,22.8928,17.33,86.34,4.33,0.0,0.0,0.0,0.0,3.2656,12.4062
UsersEmotions,lm_results,item_POPonly,none,10,20,0.3,1.0018,5.7069,11.1887,38.6312,54.7051,22.2467,21.9,88.02,4.48,0.0,0.0,0.0,0.0,3.1094,12.4062
UsersEmotions,lm_results,item_POPonly,none,30,20,0.15,1.0581,5.6281,10.3895,38.1585,55.5043,22.1477,24.36,88.33,4.53,0.0008,0.0,0.0,0.1754,7.9531,13.6094
UsersEmotions,lm_results,item_POPonly,none,30,20,0.2,0.6078,4.1198,8.7573,34.8942,51.3845,19.9527,34.1,91.56,4.83,0.0033,0.0,0.0,0.0,7.1406,13.5781
UsersEmotions,lm_results,item_POPonly,none,30,20,0.3,0.8667,4.0185,8.0932,31.0221,47.9964,18.3994,42.36,93.39,5.09,0.0,0.0,0.0,0.0,6.0312,13.8906
UsersAll,lm_results,item_POPonly,none,10,20,0.15,1.1899,5.6934,10.639,35.6247,52.8283,21.1951,15.67,85.22,3.07,0.0,0.0,0.0,0.0,20.3125,77.2281
UsersAll,lm_results,item_POPonly,none,10,20,0.2,1.2101,5.9107,10.6205,36.0557,52.8062,21.3206,19.33,86.03,3.11,0.0,0.0,0.0,0.0,19.3906,77.0468
UsersAll,lm_results,item_POPonly,none,10,20,0.3,1.1899,5.6971,10.5984,36.0281,52.8154,21.2658,22.53,86.4,3.17,0.0,0.0,0.0,0.0,18.8125,77.1093
UsersAll,lm_results,item_POPonly,none,30,20,0.15,0.9817,5.0782,9.5743,34.2617,51.4321,20.2656,25.89,89.21,3.31,0.0,0.0,0.0,0.0,47.3906,84.5936
UsersAll,lm_results,item_POPonly,none,30,20,0.2,0.9044,4.5864,8.9389,32.7292,49.7486,19.3815,31.8,91.23,3.49,0.0,0.0,0.0,0.0,44.6249,84.9999
UsersAll,lm_results,item_POPonly,none,30,20,0.3,0.7644,4.0743,8.1376,31.3146,48.1443,18.487,41.26,92.52,3.7,0.0,0.0,0.0,0.0,41.9687,84.2655

UsersEmotions,lm_results,item_Monly,none,10,20,0.15,1.1932,5.9208,11.2674,39.5768,56.81,22.9536,15.79,85.7,4.26,0.0,0.0,0.0,0.0,2.7187,12.3593
UsersEmotions,lm_results,item_Monly,none,10,20,0.2,1.2832,6.0558,11.5489,38.9577,55.4593,22.661,19.38,86.79,4.36,0.0,0.0,0.0,0.0,2.625,12.3906
UsersEmotions,lm_results,item_Monly,none,10,20,0.3,1.1256,5.1666,10.6484,37.0666,53.4669,21.4948,23.54,87.38,4.46,0.0,0.0,0.0,0.0,2.5625,12.4062
UsersEmotions,lm_results,item_Monly,none,30,20,0.15,0.923,4.7389,9.3652,34.9842,51.6997,20.3422,30.31,90.69,4.71,0.0,0.0,0.0,0.0,5.8906,13.375
UsersEmotions,lm_results,item_Monly,none,30,20,0.2,0.6979,3.5344,7.6542,31.5624,48.1427,18.3183,35.28,92.58,4.9,0.0,0.0,0.0,0.0,5.2344,13.3594
UsersEmotions,lm_results,item_Monly,none,30,20,0.3,0.6529,3.7033,7.6542,29.8514,46.4093,17.6542,44.46,93.54,5.14,0.0083,0.0,0.0,0.0,4.8125,13.3594
UsersAll,lm_results,item_Monly,none,10,20,0.15,1.2378,5.6823,10.6574,35.6947,52.8559,21.2256,17.88,85.88,3.06,0.0,0.0,0.0,0.0,16.0937,76.6874
UsersAll,lm_results,item_Monly,none,10,20,0.2,1.2157,5.7394,10.6592,35.5768,52.7141,21.181,19.58,86.48,3.13,0.0,0.0,0.0,0.0,15.8906,76.578
UsersAll,lm_results,item_Monly,none,10,20,0.3,1.1586,5.7873,10.4953,35.6026,52.6312,21.135,23.08,85.32,3.16,0.0,0.0,0.0,0.0,15.7187,76.6249
UsersAll,lm_results,item_Monly,none,30,20,0.15,0.8989,4.3727,8.5668,32.6923,49.8094,19.268,30.65,90.91,3.43,0.0,0.0,0.0,0.0,36.7343,83.2031
UsersAll,lm_results,item_Monly,none,30,20,0.2,0.8547,4.1591,8.18,31.4601,48.3192,18.5946,36.2,91.73,3.55,0.0,0.0,0.0,0.0,35.4374,83.2187
UsersAll,lm_results,item_Monly,none,30,20,0.3,0.8915,4.3248,8.2795,31.4067,48.38,18.6565,43.92,91.3,3.68,0.0,0.0,0.0,0.0,35.9636,83.453

UsersEmotions,lm_results,item_L_V_Pr,none,10,20,0.15,1.1031,6.0896,12.0554,41.3552,58.4759,23.8158,10.1,80.48,4.05,0.0033,0.0,0.0,0.0,4.3594,12.6562
UsersEmotions,lm_results,item_L_V_Pr,none,10,20,0.2,1.0693,6.1346,11.6164,40.6011,57.6317,23.4106,14.87,84.21,4.2,0.0008,0.0,0.0,0.0,4.125,12.6562
UsersEmotions,lm_results,item_L_V_Pr,none,10,20,0.3,1.2044,5.8982,11.6839,38.9802,55.403,22.6339,20.87,87.72,4.43,0.0008,0.0,0.0,0.0,4.0313,12.7031
UsersAll,lm_results,item_L_V_Pr,none,10,20,0.15,1.1825,5.7965,10.6979,35.982,52.843,21.3004,14.17,83.55,2.98,0.0,0.0,0.0,0.0,24.7656,78.4061
UsersAll,lm_results,item_L_V_Pr,none,10,20,0.2,1.107,5.7247,10.6113,35.8291,52.867,21.2278,16.57,85.1,3.06,0.0,0.0,0.0,0.0,23.75,78.3288
UsersAll,lm_results,item_L_V_Pr,none,10,20,0.3,1.2562,5.8039,10.7329,35.8973,52.7841,21.2949,20.63,86.53,3.16,0.0,0.0,0.0,0.0,23.1661,78.2499

UsersEmotions,lm_results,item_L_V_Pr_M,none,10,20,0.15,1.0468,6.1909,11.7515,40.6911,57.9581,23.5277,10.67,80.83,4.07,0.0167,0.0,0.0,0.0,4.4062,12.6406
UsersEmotions,lm_results,item_L_V_Pr_M,none,10,20,0.2,1.2607,6.2584,12.3593,41.0851,57.8793,23.7686,14.77,84.49,4.21,0.0,0.0,0.0,0.0,4.0312,12.6562
UsersEmotions,lm_results,item_L_V_Pr_M,none,10,20,0.3,1.1144,6.0221,11.864,38.6988,55.8532,22.7105,19.85,87.34,4.4,0.0008,0.0,0.0,0.0,3.7969,12.6406
UsersAll,lm_results,item_L_V_Pr_M,none,10,20,0.15,1.1567,5.7929,10.6758,35.9139,52.5483,21.2175,13.32,83.42,2.98,0.0,0.0,0.0,0.0,24.7656,80.078
UsersAll,lm_results,item_L_V_Pr_M,none,10,20,0.2,1.1862,5.7818,10.5063,35.8476,52.9738,21.2591,17.68,85.8,3.08,0.0,0.0,0.0,0.0,24.2344,78.7271
UsersAll,lm_results,item_L_V_Pr_M,none,10,20,0.3,1.1807,5.6326,10.5819,35.8826,53.0383,21.2632,22.28,87.03,3.18,0.0,0.0,0.0,0.0,22.8906,78.1718
UsersEmotions,lm_results,item_L_V_Pr_G,none,10,20,0.15,1.2945,6.0333,11.909,39.9257,56.9563,23.2238,13.74,83.69,4.18,0.0125,0.0,0.0,0.0,4.8125,12.9219
UsersEmotions,lm_results,item_L_V_Pr_G,none,10,20,0.2,1.2157,6.1684,12.1229,40.7587,57.3503,23.5232,17.44,86.36,4.3,0.0,0.0,0.0,0.0,4.4687,13.3281
UsersEmotions,lm_results,item_L_V_Pr_G,none,10,20,0.3,1.0693,5.9095,11.5151,39.4192,55.7857,22.7398,21.49,88.44,4.46,0.0008,0.0,0.0,0.0,4.25,13.0937
UsersAll,lm_results,item_L_V_Pr_G,none,10,20,0.15,1.2378,5.7173,10.5266,35.7407,52.6662,21.1777,16.27,85.01,3.04,0.0,0.0,0.0,0.0,29.75,81.3593
UsersAll,lm_results,item_L_V_Pr_G,none,10,20,0.2,1.177,5.6234,10.5358,35.5344,52.7435,21.1228,18.73,85.91,3.1,0.0,0.0,0.0,0.0,26.6093,79.6249
UsersAll,lm_results,item_L_V_Pr_G,none,10,20,0.3,1.282,5.6713,10.6298,36.041,52.9535,21.3155,21.38,86.69,3.15,0.0,0.0,0.0,0.0,25.9531,79.7186

UsersEmotions,lm_results,item_L_V_Pr,user_all,10,20,0.15,1.0919,3.4444,6.3035,27.769,43.6853,16.4588,0.51,0.0,3.31,0.0,0.0,0.0,0.0,27.5981,24.0312
UsersEmotions,lm_results,item_L_V_Pr,user_all,10,20,0.2,0.7204,4.7163,8.5209,30.7857,46.353,18.2193,1.33,22.64,3.42,0.0,0.0,0.0,0.0,27.7376,24.0781
UsersEmotions,lm_results,item_L_V_Pr,user_all,10,20,0.3,1.407,6.6299,12.5394,39.0815,55.2116,22.9739,3.23,63.16,3.67,0.0,0.0,0.0,0.0,27.625,23.9844
UsersEmotions,lm_results,item_L_V_Pr,user_all,30,20,0.15,1.3733,5.5268,11.2562,36.2449,53.5119,21.5826,1.9,55.96,3.57,0.0,0.0,0.0,0.0,76.2655,38.2499
UsersEmotions,lm_results,item_L_V_Pr,user_all,30,20,0.2,1.6547,6.9901,13.4174,41.828,57.6092,24.2999,4.26,71.66,3.77,0.0,0.0,0.0,0.0,75.9032,38.4375
UsersEmotions,lm_results,item_L_V_Pr,user_all,30,20,0.3,1.9811,8.8699,16.2202,46.6907,61.2224,26.9969,7.49,78.88,3.97,0.0,0.0,0.0,0.0,73.2343,38.2187
UsersAll,lm_results,item_L_V_Pr,user_all,10,20,0.15,1.2378,5.3342,9.8561,32.2687,47.413,19.222,2.9,65.41,2.62,0.0,0.0,0.0,0.0,331.4215,244.9997
UsersAll,lm_results,item_L_V_Pr,user_all,10,20,0.2,1.3188,5.5866,10.4198,34.0498,49.7449,20.224,4.26,72.02,2.7,0.0,0.0,0.0,0.0,328.0083,248.961
UsersAll,lm_results,item_L_V_Pr,user_all,10,20,0.3,1.4625,6.6604,12.0167,37.3395,53.2298,22.1418,9.21,79.91,2.88,0.0,0.0,0.0,0.0,321.4117,246.5309
UsersAll,lm_results,item_L_V_Pr,user_all,30,20,0.15,1.4091,6.4983,11.7239,36.5383,52.4728,21.7285,7.31,79.1,2.84,0.0,0.0,0.0,0.0,907.4052,434.9375
UsersAll,lm_results,item_L_V_Pr,user_all,30,20,0.2,1.4588,6.758,12.0849,37.5053,53.4674,22.2549,9.21,80.97,2.9,0.0,0.0,0.0,0.0,896.0171,433.6557
UsersAll,lm_results,item_L_V_Pr,user_all,30,20,0.3,1.6393,7.3732,13.0924,39.7819,56.1806,23.6135,14.42,83.94,3.02,0.0,0.0,0.0,0.0,865.8738,434.4214

UsersEmotions,lm_results,none,user_all_0bin,10,20,0.15,1.6547,8.4421,15.4435,45.1036,60.2544,26.1797,7.54,77.45,3.94,0.0,0.0,0.0,0.0,41.0468,33.6875
UsersEmotions,lm_results,none,user_all_0bin,10,20,0.2,1.9811,9.0725,16.4903,46.6006,61.864,27.2017,10.15,81.66,4.05,0.0,0.0,0.0,0.0,39.7343,33.6718
UsersEmotions,lm_results,none,user_all_0bin,10,20,0.3,2.0824,9.9617,17.357,47.7037,63.0234,28.0256,13.69,83.53,4.17,0.0,0.0,0.0,0.0,39.5081,34.1093
UsersEmotions,lm_results,item_all_0bin,none,10,20,0.15,0.9793,5.887,11.3913,38.9352,56.1234,22.6632,12.1,82.72,4.13,0.0333,0.0,0.0,0.0,18.5468,16.0469
UsersEmotions,lm_results,item_all_0bin,none,10,20,0.2,1.407,6.2697,11.2337,39.4642,56.5398,22.9829,14.51,85.46,4.24,0.0317,0.0,0.0,0.1754,17.3281,15.9844
UsersEmotions,lm_results,item_all_0bin,none,10,20,0.3,1.1932,6.0333,10.986,38.1247,54.6713,22.2017,19.18,86.98,4.36,0.0142,0.0,0.1754,0.3509,16.2344,15.9687
UsersEmotions,lm_results,item_all_0bin,user_all_0bin,10,20,0.15,1.1594,5.7632,10.9185,34.8829,51.1369,20.7722,2.31,54.56,3.55,0.0,0.0,0.0,0.0,61.4218,37.4687
UsersEmotions,lm_results,item_all_0bin,user_all_0bin,10,20,0.2,1.2607,5.9433,10.5471,35.4908,51.0018,20.8487,2.46,56.36,3.61,0.0,0.0,0.0,0.0,61.3124,37.4218
UsersEmotions,lm_results,item_all_0bin,user_all_0bin,10,20,0.3,1.3845,6.8775,13.0122,42.4246,58.2283,24.3854,5.54,74.1,3.85,0.0,0.0,0.0,0.0,57.8593,38.5402
UsersEmotions,lm_results,none,user_all_0bin,30,20,0.15,2.24,9.973,17.6497,47.5799,62.5507,27.9987,11.54,82.79,4.11,0.0,0.0,0.0,0.0,111.9842,57.7499
UsersEmotions,lm_results,none,user_all_0bin,30,20,0.2,2.2625,11.4701,19.1693,49.3021,63.8789,29.2166,16.1,85.21,4.25,0.0,0.0,0.0,0.0,106.8566,57.7499
UsersEmotions,lm_results,none,user_all_0bin,30,20,0.3,2.8703,11.8978,20.0923,49.8199,64.3516,29.8064,24.51,88.38,4.48,0.0,0.0,0.0,0.0,100.9006,58.0468
UsersEmotions,lm_results,item_all_0bin,none,30,20,0.15,0.8892,4.7163,9.6691,35.986,53.3994,20.932,20.87,89.31,4.47,0.0425,0.0,0.0,0.0,44.6406,20.8906
UsersEmotions,lm_results,item_all_0bin,none,30,20,0.2,0.6754,4.086,7.9131,34.0387,50.4953,19.4417,27.13,90.85,4.67,0.0433,0.0,0.0,0.0,40.2187,20.9375
UsersEmotions,lm_results,item_all_0bin,none,30,20,0.3,0.7204,3.7708,7.9469,31.8438,47.6024,18.3769,33.79,92.36,4.83,0.055,0.0,0.1754,0.1754,34.75,20.8437
UsersEmotions,lm_results,item_all_0bin,user_all_0bin,30,20,0.15,1.4633,7.0801,13.3498,41.6929,57.339,24.185,4.56,69.55,3.74,0.0,0.0,0.0,0.0,168.0779,66.5312
UsersEmotions,lm_results,item_all_0bin,user_all_0bin,30,20,0.2,1.6209,7.688,14.4529,43.5277,59.1288,25.2837,6.46,76.01,3.9,0.0,0.0,0.0,0.0,163.2654,66.2576
UsersEmotions,lm_results,item_all_0bin,user_all_0bin,30,20,0.3,2.0711,9.8492,17.357,47.1184,61.5151,27.5822,10.41,81.85,4.08,0.0,0.0,0.0,0.0,157.9061,66.203
UsersAll,lm_results,none,user_all_0bin,10,20,0.15,1.5362,7.3382,12.9487,39.2441,55.3462,23.2827,12.17,81.89,2.93,0.0,0.0,0.0,0.0,322.7496,265.2883
UsersAll,lm_results,none,user_all_0bin,10,20,0.2,1.5491,7.4709,13.2324,39.8059,56.2929,23.6702,14.32,84.1,3.0,0.0,0.0,0.0,0.0,315.311,266.6854
UsersAll,lm_results,none,user_all_0bin,10,20,0.3,1.7554,7.889,13.82,40.6881,56.9984,24.2302,18.03,85.72,3.09,0.0,0.0,0.0,0.0,309.9996,265.3294
UsersAll,lm_results,item_all_0bin,none,10,20,0.15,1.1788,5.5479,10.2798,35.2231,51.9663,20.8392,14.87,84.69,3.02,0.0017,0.0,0.0,0.0,101.7186,99.0936
UsersAll,lm_results,item_all_0bin,none,10,20,0.2,1.177,5.5405,10.3093,35.2416,52.0694,20.8676,16.47,85.46,3.06,0.0042,0.0,0.0,0.0,98.7499,99.1717
UsersAll,lm_results,item_all_0bin,none,10,20,0.3,1.2544,5.7284,10.3811,35.3742,52.3715,21.0219,19.83,87.04,3.16,0.0,0.0,0.0,0.0,95.3436,99.1295
UsersAll,lm_results,item_all_0bin,user_all_0bin,10,20,0.15,1.3041,5.8021,10.4787,33.582,49.0321,20.0398,4.11,69.6,2.66,0.0,0.0,0.0,0.0,443.0547,289.359
UsersAll,lm_results,item_all_0bin,user_all_0bin,10,20,0.2,1.3759,6.4946,11.6483,36.7833,52.6165,21.7837,6.96,78.66,2.81,0.0,0.0,0.0,0.0,428.547,287.9059
UsersAll,lm_results,item_all_0bin,user_all_0bin,10,20,0.3,1.5085,6.8556,12.4864,38.0855,54.0716,22.6015,9.51,81.85,2.93,0.0,0.0,0.0,0.0,419.9357,288.4775
UsersAll,lm_results,none,user_all_0bin,30,20,0.15,1.7075,7.8834,13.7555,40.5224,56.9081,24.1554,16.62,84.52,3.05,0.0,0.0,0.0,0.0,891.3119,477.39
UsersAll,lm_results,none,user_all_0bin,30,20,0.2,1.8364,8.3955,14.4683,41.3733,57.772,24.7691,21.53,85.4,3.13,0.0,0.0,0.0,0.0,871.2813,476.9682
UsersAll,lm_results,none,user_all_0bin,30,20,0.3,2.0611,9.0549,15.4188,42.9574,59.0779,25.714,26.14,88.68,3.28,0.0,0.0,0.0,0.0,847.2392,478.353
UsersAll,lm_results,item_all_0bin,none,30,20,0.15,0.8823,4.5532,8.7418,33.162,50.4135,19.5506,24.04,89.12,3.28,0.0083,0.0,0.0,0.0,254.3903,130.0623
UsersAll,lm_results,item_all_0bin,none,30,20,0.2,0.8436,4.2162,8.2776,31.8837,48.9879,18.8418,28.24,90.48,3.39,0.0025,0.0,0.0,0.0,239.406,130.1405
UsersAll,lm_results,item_all_0bin,none,30,20,0.3,0.7644,4.1296,8.0474,31.3256,48.5403,18.5615,33.65,91.74,3.53,0.0017,0.0,0.0,0.0,225.5986,130.2342
UsersAll,lm_results,item_all_0bin,user_all_0bin,30,20,0.15,1.4662,6.7857,12.2267,37.7153,53.5393,22.3466,8.61,80.27,2.87,0.0,0.0,0.0,0.0,1190.9797,532.4635
UsersAll,lm_results,item_all_0bin,user_all_0bin,30,20,0.2,1.5435,7.2443,12.9782,38.9678,54.9318,23.1331,10.67,81.95,2.91,0.0,0.0,0.0,0.0,1876.1775,941.8114
