data_comp,model,item_feat,user_feat,layer_size_list,embedding_size,learning_rate,epochs,Acc@1,Acc@5,Acc@10,Acc@50,Acc@100,MeanAcc,RMSE,Coverage,Personalisation,Novelty,ColdProb,ColdAcc@10,ColdAcc@50,ColdAcc@100,Training Time,Evaluation Time
(batch size 2048 / 4096)
UsersAll,2tnn_results,No,Yes,[16],32,0.1,3,0.0847,0.9891,2.3853,13.5529,25.0262,8.4077,0.1868,30.6,94.0,6.37,0.0,0.0,0.0,0.0,80.1562,18.0625
UsersAll,2tnn_results,No,Yes,[16],32,0.2,3,0.0479,0.7018,1.8032,11.0092,20.1654,6.7455,0.2848,14.57,85.0,5.47,0.0,0.0,0.0,0.0,80.703,18.1406
UsersAll,2tnn_results,No,Yes,[32],32,0.05,4,0.3592,2.2674,4.6638,19.7565,32.8305,11.9755,0.1503,43.77,97.0,6.08,0.0,0.0,0.0,0.0,107.5155,18.2031
UsersAll,2tnn_results,No,Yes,[32],32,0.1,4,0.1584,1.2544,2.8771,14.3652,25.5917,8.8493,0.1874,40.31,96.0,5.79,0.0,0.0,0.0,0.0,106.7811,18.2031
UsersAll,2tnn_results,No,Yes,[32],32,0.2,3,0.1308,0.9744,2.074,9.8819,18.9663,6.4055,0.216,23.08,80.0,5.05,0.0,0.0,0.0,0.0,83.6718,18.2656
UsersAll,2tnn_results,Yes,Yes,[16],32,0.05,4,0.4273,2.8145,5.4447,21.1858,33.9025,12.755,0.1468,47.17,97.0,6.06,0.0008,0.0,0.1191,0.4764,165.0779,19.7656
UsersAll,2tnn_results,Yes,Yes,[16],32,0.1,8,0.3242,2.0077,3.9749,16.6363,28.2515,10.2389,0.185,52.73,98.0,6.29,0.0642,0.0,0.6432,2.3583,325.6246,19.75
UsersAll,2tnn_results,Yes,Yes,[16],32,0.2,5,0.1676,1.1641,2.3835,12.2599,23.2654,7.8481,0.2064,29.39,92.0,4.99,0.0917,0.1429,0.3573,0.6432,206.7654,19.7812
UsersAll,2tnn_results,Yes,Yes,[32],32,0.05,4,0.3886,2.5437,5.1371,20.1967,32.8029,12.2138,0.1358,52.98,98.0,6.18,0.0,0.0,0.0476,0.1906,166.1248,19.7812

adam
UsersEmotions,2tnn_results,No,No,[16],32,0.05,7,0.2589,1.9586,3.9509,16.4678,28.2756,10.1824,0.1543,45.64,97.0,8.03,0.0,0.0,0.0,0.0,37.2343,7.5156
UsersEmotions,2tnn_results,No,No,[16],32,0.1,5,0.1576,1.0356,2.3188,11.1549,20.1936,6.9721,0.1563,42.62,97.0,8.48,0.0,0.0,0.0,0.0,26.0,7.4688
UsersEmotions,2tnn_results,No,No,[16],32,0.2,12,0.0338,0.7767,1.8798,10.941,20.475,6.8213,0.2272,37.28,95.0,8.61,0.0,0.0,0.0,0.0,59.9374,7.5469
UsersEmotions,2tnn_results,No,No,[32],32,0.05,4,0.2364,1.4183,3.0617,15.8037,27.9941,9.7028,0.1526,46.15,97.0,7.9,0.0,0.0,0.0,0.0,21.25,7.6875
UsersEmotions,2tnn_results,No,No,[32],32,0.1,5,0.1238,1.1031,2.3976,12.4381,21.792,7.5709,0.1489,50.0,97.0,8.4,0.0,0.0,0.0,0.0,25.8437,7.6094
UsersEmotions,2tnn_results,No,No,[32],32,0.2,7,0.0563,0.529,1.3282,7.8118,14.9932,4.9437,0.2229,47.28,97.0,8.86,0.0,0.0,0.0,0.0,35.3906,7.5
UsersEmotions,2tnn_results,Yes,No,[16],32,0.05,4,0.3264,2.1162,4.3899,19.0455,31.0446,11.3845,0.1534,38.21,97.0,7.55,0.0008,0.0,0.1754,0.1754,32.3906,7.9219
UsersEmotions,2tnn_results,Yes,No,[16],32,0.1,3,0.2927,1.6997,3.3881,15.9388,27.4088,9.7456,0.1757,30.46,94.0,7.38,0.0025,0.0,0.1754,0.7018,25.5468,8.0937
UsersEmotions,2tnn_results,Yes,No,[16],32,0.2,7,0.1238,1.0468,2.2625,10.9185,20.0585,6.882,0.1814,43.95,96.0,8.42,0.0,0.0,0.0,0.8772,54.6718,8.0781
UsersEmotions,2tnn_results,Yes,No,[32],32,0.05,3,0.3039,2.4088,4.9977,19.8109,31.6749,11.8393,0.1596,26.67,94.0,6.95,0.0025,0.0,0.1754,0.7018,25.75,8.2031
UsersEmotions,2tnn_results,Yes,No,[32],32,0.1,3,0.2251,1.801,3.5232,14.7681,25.2364,9.1108,0.1964,38.36,96.0,7.59,0.0,0.0,0.1754,0.1754,25.3593,8.25
UsersEmotions,2tnn_results,Yes,No,[32],32,0.2,8,0.1688,1.2269,2.5439,11.8865,21.6231,7.4899,0.2103,50.21,97.0,8.16,0.0,0.0,0.1754,0.1754,62.5156,8.1406
UsersEmotions,2tnn_results,No,Yes,[16],32,0.05,6,0.3827,1.9586,4.0635,18.1225,30.4255,10.9905,0.1465,52.62,98.0,7.82,0.0,0.0,0.0,0.0,30.5468,11.9687
UsersEmotions,2tnn_results,No,Yes,[16],32,0.1,5,0.1351,0.9455,2.0149,10.6934,20.6213,6.882,0.1462,44.0,97.0,8.4,0.0,0.0,0.0,0.0,25.3906,12.25
UsersEmotions,2tnn_results,No,Yes,[16],32,0.2,8,0.3264,1.8573,3.9509,19.2031,31.7987,11.4273,0.2082,44.41,97.0,7.72,0.0,0.0,0.0,0.0,39.1093,11.9062
UsersEmotions,2tnn_results,No,Yes,[32],32,0.05,9,0.2251,1.891,4.0185,17.4246,29.9302,10.6979,0.149,61.18,98.0,7.76,0.0,0.0,0.0,0.0,43.9374,11.9062
UsersEmotions,2tnn_results,No,Yes,[32],32,0.1,7,0.2814,1.6772,3.5795,14.4755,25.0788,9.0185,0.1495,52.36,98.0,7.94,0.0,0.0,0.0,0.0,34.5625,12.0937
UsersEmotions,2tnn_results,No,Yes,[32],32,0.2,13,0.1576,1.6209,3.208,15.905,27.6452,9.7073,0.8698,55.95,98.0,7.95,0.0,0.0,0.0,0.0,63.2655,11.9531
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.05,3,0.394,2.7915,5.3467,20.3962,32.0576,12.1972,0.1685,30.67,95.0,7.25,0.0067,0.0,0.1754,0.1754,25.625,12.5156
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.1,3,0.3264,2.0599,3.9172,17.0756,28.3656,10.3489,0.1736,36.56,95.0,7.36,0.0017,0.0,0.3509,1.2281,24.8281,12.3906
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.2,6,0.2364,1.6547,3.6245,15.421,25.7429,9.3359,0.2092,44.92,97.0,7.92,0.0,0.0,0.0,0.1754,47.0312,12.7344
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.05,3,0.439,2.6565,5.1891,20.7564,32.1139,12.231,0.1917,33.9,96.0,7.21,0.02,0.0,0.1754,2.2807,25.0,12.5156
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.1,6,0.2589,1.317,3.0955,13.4286,23.6718,8.3543,0.1459,58.0,98.0,8.07,0.0008,0.0,0.0,0.0,46.5338,12.3125
UsersEmotions,2tnn_results,Yes,Yes,[32],32,0.2,9,0.3377,1.9136,3.9397,16.7154,27.6002,10.1013,68.5067,58.31,98.0,7.73,0.0308,0.0,0.3509,1.5789,67.953,12.4844
UsersAll,2tnn_results,No,No,[16],32,0.05,4,0.3389,2.0777,4.0854,17.7396,29.9534,10.839,0.1253,39.96,97.0,6.33,0.0,0.0,0.0,0.0,112.4686,11.6406
UsersAll,2tnn_results,No,No,[16],32,0.1,4,0.1621,1.2046,2.7721,14.2989,25.4462,8.7768,0.128,38.06,96.0,6.59,0.0,0.0,0.0,0.0,111.3905,11.5625
UsersAll,2tnn_results,No,No,[16],32,0.2,9,0.1602,1.2967,2.8642,13.6652,24.0961,8.4165,0.1668,43.82,96.0,6.51,0.0,0.0,0.0,0.0,245.7653,11.0
UsersAll,2tnn_results,No,No,[32],32,0.05,3,0.1897,1.3207,2.9876,15.5164,28.4633,9.6955,0.1273,34.5,96.0,6.46,0.0,0.0,0.0,0.0,81.4062,11.0
UsersAll,2tnn_results,No,No,[32],32,0.1,5,0.1418,1.177,2.5253,13.1514,23.7774,8.1546,0.1325,46.57,97.0,6.74,0.0,0.0,0.0,0.0,134.203,11.0312
UsersAll,2tnn_results,No,No,[32],32,0.2,4,0.1253,1.1807,2.6155,13.0998,23.8953,8.1833,5.2913,38.71,95.0,6.61,0.0,0.0,0.0,0.0,109.2342,11.0781
UsersAll,2tnn_results,Yes,No,[16],32,0.05,4,0.3334,2.249,4.4667,18.8853,30.9904,11.3849,0.1252,48.22,98.0,6.29,0.0,0.0,0.0715,0.3335,167.1248,12.625
UsersAll,2tnn_results,Yes,No,[16],32,0.1,6,0.2892,1.7756,3.5881,15.1793,25.8091,9.3282,0.1309,45.32,97.0,6.52,0.0,0.0,0.0,0.0238,252.4997,12.6562
UsersAll,2tnn_results,Yes,No,[16],32,0.2,7,0.3426,2.133,4.2917,17.5738,29.399,10.748,0.1871,43.57,97.0,6.24,0.175,0.3335,3.859,8.0276,295.9528,12.7969
UsersAll,2tnn_results,Yes,No,[32],32,0.05,4,0.3371,2.2195,4.404,17.8593,30.1063,10.9852,0.1258,51.38,98.0,6.45,0.0,0.0,0.0238,0.1191,168.3904,12.625
UsersAll,2tnn_results,Yes,No,[32],32,0.1,5,0.2081,1.3851,2.8587,14.1423,25.0686,8.7326,0.1265,50.58,97.0,6.68,0.0,0.0,0.0,0.0953,211.5678,12.7031
UsersAll,2tnn_results,Yes,No,[32],32,0.2,4,0.2155,1.3796,2.9913,14.1994,25.2196,8.8011,0.1458,40.71,96.0,6.58,0.005,0.0,0.2144,1.2387,171.281,12.7187
UsersAll,2tnn_results,No,Yes,[16],32,0.05,4,0.291,1.9874,4.1167,18.2627,30.6312,11.0578,0.1254,42.96,97.0,6.35,0.0,0.0,0.0,0.0,107.3749,15.4531
UsersAll,2tnn_results,No,Yes,[16],32,0.1,5,0.2413,1.8419,3.7815,17.4007,29.5998,10.573,0.1295,43.57,97.0,6.42,0.0,0.0,0.0,0.0,133.9998,15.4687
UsersAll,2tnn_results,No,Yes,[16],32,0.2,7,0.1952,1.3704,2.9434,14.6746,26.0596,9.0486,1.0551,50.43,98.0,6.36,0.0,0.0,0.0,0.0,186.656,15.4062
UsersAll,2tnn_results,No,Yes,[32],32,0.05,4,0.2689,1.7056,3.5254,16.476,28.8777,10.1707,0.1304,47.32,98.0,6.47,0.0,0.0,0.0,0.0,108.578,15.5
UsersAll,2tnn_results,No,Yes,[32],32,0.1,4,0.0995,0.932,2.2195,11.8823,22.0239,7.4314,0.1277,47.32,97.0,6.76,0.0,0.0,0.0,0.0,108.6717,15.4531
UsersAll,2tnn_results,No,Yes,[32],32,0.2,9,0.2413,1.6504,3.4739,16.2255,28.0286,9.9239,0.1839,46.47,97.0,6.25,0.0,0.0,0.0,0.0,242.5778,15.5156
UsersAll,2tnn_results,Yes,Yes,[16],32,0.05,4,0.3758,2.4903,4.9327,19.18,31.2796,11.6517,0.1253,47.92,98.0,6.28,0.0008,0.0,0.0,0.2144,167.9373,17.4062
UsersAll,2tnn_results,Yes,Yes,[16],32,0.1,3,0.291,1.6025,3.2197,14.332,25.4536,8.9798,0.1274,40.56,96.0,6.55,0.0017,0.0,0.0953,0.262,126.3592,17.5
UsersAll,2tnn_results,Yes,Yes,[16],32,0.2,7,0.3592,2.1311,4.0983,17.4357,29.2369,10.6522,0.1838,44.87,97.0,6.28,0.0158,0.0,0.5955,1.7627,296.484,17.25
UsersAll,2tnn_results,Yes,Yes,[32],32,0.05,3,0.3481,2.1661,4.4354,18.178,30.447,11.1149,0.1247,43.87,97.0,6.37,0.0067,0.0,0.1906,0.8576,128.2186,17.2187
UsersAll,2tnn_results,Yes,Yes,[32],32,0.1,3,0.1897,1.4828,3.0779,14.7354,26.0817,9.1135,0.1293,47.07,97.0,6.52,0.0,0.0,0.0953,0.3097,128.0311,17.1875
UsersAll,2tnn_results,Yes,Yes,[32],32,0.2,4,0.2431,1.8069,3.8386,17.5885,29.4229,10.58,0.184,43.47,97.0,6.39,0.0183,0.0,0.4288,1.858,172.4373,17.4219

FINAL TESTING !!!!
UsersEmotions,2tnn_results,No,No,[32],64,0.01,6,0.3698,2.3281,4.7795,19.6658,32.9499,12.0186,0.203,9.9,90.0,6.92,0.0,0.0,0.0,0.0,31.2187,10.0469
UsersEmotions,2tnn_results,No,Yes,[16],32,0.1,4,0.4108,2.7253,5.7655,21.5831,33.7579,12.8485,0.1951,39.44,97.0,7.29,0.0,0.0,0.0,0.0,19.9375,11.8594
UsersEmotions,2tnn_results,Yes,No,[32],32,0.1,4,0.4656,3.054,5.9162,23.0074,35.9491,13.6784,0.197,42.56,98.0,7.2,0.0033,0.0,0.1754,0.8772,30.7812,7.8125
UsersEmotions,2tnn_results,Yes,Yes,[16],32,0.1,4,0.4519,3.095,6.4366,23.925,36.3599,14.0537,0.1954,43.69,98.0,7.27,0.0,0.0,0.0,0.1754,31.7031,13.25
UsersAll,2tnn_results,No,No,[32],32,0.1,5,0.3721,2.5017,5.01,21.3881,35.3039,12.9151,0.1519,65.35,99.0,6.13,0.0,0.0,0.0,0.0,132.5467,13.3437
UsersAll,2tnn_results,No,Yes,[16],32,0.1,5,0.418,2.6089,5.2573,21.7777,35.4046,13.0933,0.1487,65.1,99.0,6.13,0.0,0.0,0.0,0.0,131.9998,17.7812
UsersAll,2tnn_results,Yes,No,[16],16,0.1,6,0.4093,2.7009,5.3054,21.5654,35.7504,13.1463,0.1465,65.75,99.0,6.09,0.0033,0.0,0.0476,0.1667,246.2966,13.0937
UsersAll,2tnn_results,Yes,Yes,[32],16,0.1,8,0.3196,2.3003,4.8655,21.6266,35.9583,13.0141,0.1446,75.41,99.0,6.26,0.0008,0.0,0.0238,0.3573,314.6246,16.7812
